id,submitdate,startlangu,token,datestamp,startdate,ipaddr,refurl,households,pa_gender,pa_agecoho,ArrivalDat,Location1,Accom,Accom_othe,Ac_SmartPh,Pb_SmartPh,Pb_SmartPh,Pb_SmartPh,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,Ac_televis,Ac_televis,Ac_televis,infotelevi,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,Ac_mobiles,Ac_mobiles,Ac_mobiles,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infointern,infoSpend_int,infoSpend_int,infoSpend_int,infoSpend_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infofacebook,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTwitter,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoSpend_new,infoSpend_new,infoSpend_new,infoSpend_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoSpend_not,infoSpend_not,infoSpend_not,infoSpend_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,Ac_Radio_,Ac_Radio_,inforadio,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoSpend_com,infoSpend_com,infoSpend_com,infoSpend_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoSpend_off,infoSpend_off,infoSpend_off,infoSpend_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_serv,Ac_Unhcr_coun,Ac_Unhcr_Post,Ac_Unhcr_MISM,Whichcounsel_,Whichcounsel_,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infospend_fil,infospend_fil,infospend_fil,infospend_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,Issues_aid,Issues_MoI,Issues_mis,Issues_foo,Issues_wat,Issues_she,Issues_win,Issues_hea,Issues_doc,Issues_aid,Issues_inc,Issues_mem,Issues_ser,Issues_ins,Issues_ret,Issues_lea,Issues_civ,Issues_dis,Issues_new,Issues_wor,Issues_cas,Issues_res,Issues_oth,Ac_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Ac_ MoIcar,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Ac_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Ac_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Ac_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Ac_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Ac_winter,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Ac_health,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Ac_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Ac_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Ac_income,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Ac_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Ac_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Ac_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Ac_return,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Ac_ leavec,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Ac_civil,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Ac_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Ac_news,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Ac_work,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Ac_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Ac_Resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,Complaint,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintF,NoFollow,Ac_SocialN,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,Ac_AidOrganisations,Ac_AidOrganIf,Ac_SocialNetworkIf
11,NA,ar,NA,41768.37039,41768.37039,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
12,NA,ar,NA,41768.3713,41768.3713,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
13,NA,ar,NA,41768.37164,41768.37164,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
14,NA,ar,NA,41768.37168,41768.37168,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
15,NA,ar,NA,41768.3735,41768.3735,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=84,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
16,41768.39734,ar,NA,41768.39734,41768.37352,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,2,Male,Between 18 and 35,40909,Al Mafraq Governorate,Basement,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,الاتجاه المعاكس,,daily,,,,mind,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,month,,mind,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
17,NA,ar,NA,41768.37492,41768.37492,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&newtest=Y&lang=ar,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
18,41768.4035,ar,NA,41768.4035,41768.37537,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=,2,Male,Between 18 and 35,41626,Jarash Governorate,NA,بيت,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,الجزيرة الاخبارية   العربية الاخبارية,,,weekl,,,,moffi,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,ninde,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"Yes, but only sometimes",,healthservices,,,,,,Syriadocuments,,,,,,,,NA,infoline,,,,,,,,,,,,,NA,Follow,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
19,41768.40272,ar,NA,41768.40272,41768.37958,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=58,5,Male,Between 36 and 59,41730,Azraq Camp,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,اخبار,hourl,,,,,,,,,,ncros,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,month,,,,,,,ncros,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,missingmember,notfi,,,,,,,,,NA,No,,,,,,,,,,NA,assist,,,notav,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, I do not know how to do it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,cashassistance,healthservices,,,shelterproblems,,,,,,,,,,,,ngoTelephonecalls,,,,,,,,,,,,NA,NA,NA
20,41768.40193,ar,NA,41768.40193,41768.3835,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=97,9,Male,Between 36 and 59,41338,Al Mafraq Governorate,Flat,NA,No,,,NA,television,,,,,,,,,friends,,,,,,,,NA,,,Int,اخبار الساعة قناة الجزيرة والعربية,hourl,,,,,,,mcros,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,hourl,,,,,,,,ninde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,,,moffi,,ninde,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Yes,,notse,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,friends,,,,,,,,NA,"No, I do not know how to do it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,cashassistance,healthservices,,,,,,,,food,,,,,,infoline,,,,,,,,,,,,,NA,NA,NA
